
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,1,OutcomValence,pos,critColor,darkred,point,10,prob,0.4,keyResp,left,keyRT,1.0315,outcomeColor,darkred,totalPoints,10,acc,1,totalAcc,100.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,2,OutcomValence,pos,critColor,darkred,point,10,prob,0.5,keyResp,right,keyRT,0.4988,outcomeColor,gray,totalPoints,10,acc,2,totalAcc,100.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,3,OutcomValence,pos,critColor,darkred,point,10,prob,0.6,keyResp,left,keyRT,0.4191,outcomeColor,darkred,totalPoints,20,acc,3,totalAcc,100.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,4,OutcomValence,pos,critColor,darkred,point,10,prob,0.3,keyResp,right,keyRT,0.3686,outcomeColor,gray,totalPoints,20,acc,4,totalAcc,100.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,5,OutcomValence,pos,critColor,darkred,point,10,prob,0.7,keyResp,left,keyRT,0.6003,outcomeColor,darkred,totalPoints,30,acc,5,totalAcc,100.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,6,OutcomValence,pos,critColor,darkred,point,10,prob,0.3,keyResp,right,keyRT,0.4912,outcomeColor,darkred,totalPoints,40,acc,5,totalAcc,83.33
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,7,OutcomValence,pos,critColor,darkred,point,10,prob,0.7,keyResp,left,keyRT,0.7454,outcomeColor,darkred,totalPoints,50,acc,6,totalAcc,85.71
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,8,OutcomValence,pos,critColor,darkred,point,10,prob,0.5,keyResp,right,keyRT,0.8771,outcomeColor,gray,totalPoints,50,acc,7,totalAcc,87.5
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,9,OutcomValence,pos,critColor,darkred,point,10,prob,0.4,keyResp,right,keyRT,0.7163,outcomeColor,gray,totalPoints,50,acc,8,totalAcc,88.89
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,10,OutcomValence,pos,critColor,darkred,point,10,prob,0.6,keyResp,left,keyRT,0.8371,outcomeColor,gray,totalPoints,50,acc,8,totalAcc,80.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,11,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.4,keyResp,right,keyRT,1.1251,outcomeColor,gray,totalPoints,50,acc,9,totalAcc,81.82
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,12,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.7,keyResp,left,keyRT,0.6589,outcomeColor,darkblue,totalPoints,40,acc,10,totalAcc,83.33
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,13,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.5,keyResp,right,keyRT,1.4690,outcomeColor,darkblue,totalPoints,30,acc,10,totalAcc,76.92
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,14,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.3,keyResp,right,keyRT,0.7570,outcomeColor,gray,totalPoints,30,acc,11,totalAcc,78.57
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,15,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.6,keyResp,left,keyRT,0.8573,outcomeColor,gray,totalPoints,30,acc,11,totalAcc,73.33
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,16,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.6,keyResp,left,keyRT,1.0581,outcomeColor,darkblue,totalPoints,20,acc,12,totalAcc,75.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,17,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.3,keyResp,right,keyRT,0.9336,outcomeColor,gray,totalPoints,20,acc,13,totalAcc,76.47
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,18,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.4,keyResp,right,keyRT,1.1580,outcomeColor,darkblue,totalPoints,10,acc,13,totalAcc,72.22
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,19,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.5,keyResp,left,keyRT,0.9591,outcomeColor,gray,totalPoints,10,acc,13,totalAcc,68.42
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,1,trialNo,20,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.7,keyResp,right,keyRT,0.4860,outcomeColor,darkblue,totalPoints,0,acc,13,totalAcc,65.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,21,OutcomValence,pos,critColor,darkred,point,10,prob,0.4,keyResp,left,keyRT,0.8692,outcomeColor,darkred,totalPoints,10,acc,14,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,22,OutcomValence,pos,critColor,darkred,point,10,prob,0.6,keyResp,right,keyRT,0.6008,outcomeColor,darkred,totalPoints,20,acc,14,totalAcc,63.64
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,23,OutcomValence,pos,critColor,darkred,point,10,prob,0.5,keyResp,right,keyRT,0.8523,outcomeColor,gray,totalPoints,20,acc,15,totalAcc,65.22
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,24,OutcomValence,pos,critColor,darkred,point,10,prob,0.3,keyResp,right,keyRT,0.8395,outcomeColor,gray,totalPoints,20,acc,16,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,25,OutcomValence,pos,critColor,darkred,point,10,prob,0.7,keyResp,left,keyRT,0.9139,outcomeColor,darkred,totalPoints,30,acc,17,totalAcc,68.0
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,26,OutcomValence,pos,critColor,darkred,point,10,prob,0.7,keyResp,left,keyRT,1.1169,outcomeColor,darkred,totalPoints,40,acc,18,totalAcc,69.23
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,27,OutcomValence,pos,critColor,darkred,point,10,prob,0.4,keyResp,right,keyRT,0.8459,outcomeColor,gray,totalPoints,40,acc,19,totalAcc,70.37
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,28,OutcomValence,pos,critColor,darkred,point,10,prob,0.3,keyResp,right,keyRT,0.6476,outcomeColor,darkred,totalPoints,50,acc,19,totalAcc,67.86
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,29,OutcomValence,pos,critColor,darkred,point,10,prob,0.6,keyResp,left,keyRT,0.8171,outcomeColor,gray,totalPoints,50,acc,19,totalAcc,65.52
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,30,OutcomValence,pos,critColor,darkred,point,10,prob,0.5,keyResp,right,keyRT,1.2128,outcomeColor,gray,totalPoints,50,acc,20,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,31,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.4,keyResp,right,keyRT,0.8331,outcomeColor,gray,totalPoints,50,acc,21,totalAcc,67.74
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,32,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.6,keyResp,left,keyRT,0.7008,outcomeColor,darkblue,totalPoints,40,acc,22,totalAcc,68.75
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,33,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.5,keyResp,left,keyRT,1.0458,outcomeColor,gray,totalPoints,40,acc,22,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,34,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.3,keyResp,right,keyRT,0.7030,outcomeColor,gray,totalPoints,40,acc,23,totalAcc,67.65
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,35,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.7,keyResp,left,keyRT,0.6843,outcomeColor,darkblue,totalPoints,30,acc,24,totalAcc,68.57
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,36,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.5,keyResp,left,keyRT,1.2153,outcomeColor,gray,totalPoints,30,acc,24,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,37,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.6,keyResp,right,keyRT,0.9594,outcomeColor,gray,totalPoints,30,acc,25,totalAcc,67.57
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,38,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.4,keyResp,right,keyRT,0.6687,outcomeColor,darkblue,totalPoints,20,acc,25,totalAcc,65.79
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,39,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.3,keyResp,right,keyRT,0.7893,outcomeColor,gray,totalPoints,20,acc,26,totalAcc,66.67
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,2,trialNo,40,OutcomValence,neg,critColor,darkblue,point,-10,prob,0.7,keyResp,left,keyRT,0.6252,outcomeColor,darkblue,totalPoints,10,acc,27,totalAcc,67.5
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,3,trialNo,41,OutcomValence,pos,critColor,darkred,point,10,prob,0.4,keyResp,right,keyRT,0.9846,outcomeColor,darkred,totalPoints,20,acc,27,totalAcc,65.85
Task,DriftD Study 01,RP,99999,RA,99999,cond,99999,date,2020_Apr_23_2153,critKey,left,blockNo,3,trialNo,42,OutcomValence,pos,critColor,darkred,point,10,prob,0.6,keyResp,left,keyRT,0.8628,outcomeColor,darkred,totalPoints,30,acc,28,totalAcc,66.67
